fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,acidity_ratio,sulfur_ratio,alcohol_density_ratio
1.0672801770481672,1.2853095972234656,-0.3580558710252502,3.9995459145894507,1.490871376940403,1.9421839037491901,1.1838076888191695,1.2590062231280696,-1.254801614651817,-0.6947483132223197,-0.9924036207064493,1.1030027553863355,-0.5252522720746274,0.28252415256281627,-1.0033535516322756
2.0938356005854684,-0.4610222133028493,1.3181968656989917,0.7215318047346744,-0.1702101988581448,0.4273612587339946,0.1491415822060453,2.183762219864061,-0.4140208373216662,3.7682010001700745,0.626854733019694,2.0898401034485654,0.9072823719791999,0.09266251213507073,0.5805007687116268
-0.6650321001710291,-0.15993052183279508,-0.41212853995183873,-0.3321155877186466,-0.5225608361487462,-0.330050063773603,-0.42170868351154056,0.547187462482584,1.4076708468936672,0.6600755854860849,-0.789996326490682,-0.6940158722578494,-0.40594680982801984,-0.01610565969843881,-0.7920186799332896
0.42568303733735385,-0.7621139047729035,0.34488882502039964,3.7654020495998237,0.2828120490869134,-0.5464532987757738,0.1491415822060453,1.4536916961251167,0.4267599400084876,1.0585532027532634,0.12083649748027407,0.36592053862380597,0.5173158083708745,-1.120889647464065,0.09367774220919085
1.388078746903574,0.1411611696372595,-0.1417651953188964,0.3703160072502343,0.48415527039582845,0.31915964123290924,0.1848197238133944,1.636209327059836,-0.6942810964317144,0.022511397858600443,-0.08157079673549315,1.3162083552763244,0.1255361854708514,-0.09274023661716031,-0.10942206783620644
0.36152332336627274,-1.3040789494190015,0.7774701764331073,0.4873879397450473,1.3901997662859455,-0.87105815127903,-0.9568808076217773,-0.3471489290976208,-0.06369551343410058,1.2179442496601347,1.4364839098827664,0.29891306437266724,1.2373622684370675,0.30323436086718564,1.4287933799956405
-0.15175438840237848,0.26159784622528065,-0.1417651953188964,0.9556756697243015,-0.42188922549428864,0.21095802373182385,2.7179677779351814,0.0239702538030153,-0.4140208373216662,-0.5353572663154492,-1.093607267814333,-0.13358972397559468,-0.44852072204466925,-1.5639208447165114,-1.0844421415742673
0.42568303733735385,-0.2803671984208169,1.4804148724787571,1.8922511296828088,0.9875133236681105,-1.3038646212833713,-1.170949657265872,-0.5174987179700793,-0.7643461612092288,-0.3759662194085779,1.7400948512064172,0.5425766071040813,0.08167531440124526,-0.568198875669607,1.7331089340903232
-0.857511242084273,1.2853095972234656,-1.2232185738506653,-0.09797172272901997,-1.378269526711634,-0.87105815127903,-0.9568808076217773,-0.9920445584004031,0.9172153934510788,-0.057184125594835225,1.1328729685591137,-0.8219392321918416,-1.0030463295130805,0.30323436086718564,1.140177307281523
-0.28007381634454126,0.6229078759893462,1.2100515278458146,-0.8004033176979005,0.9371775183408874,-0.11364682877143228,1.897370520966152,-0.371484613222277,-0.9044762907642544,-0.1368796490482709,-0.8911999735985656,-0.06658224972445595,-0.6431485236485849,-1.5450610368712365,-0.877748721052749
