fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-1.8999273278971323,0.35362044480956795,-1.4002137094460931,-0.683198185580909,-0.8167182317497154,-0.15298984421657155,1.1552742824992,-2.1646985364016054,1.6313730772687771,1.5331163027591985,2.292665444090878
-0.6969970944101783,-1.067508653613942,0.055480309046837005,-0.4250201290585168,-0.10094517453127017,1.5445487321550102,0.6245045795382261,0.14405091646511803,0.9047862385632433,-0.9901793201158267,-0.9877833959396848
-0.8774366294332213,0.4406283487946809,-0.4644104118434953,-0.5110794812326476,-0.1574535737853563,0.24643099728262413,1.1552742824992,0.06888232962758264,1.8295331241884671,-0.496491046075061,-1.0815105056548433
0.3254936040537331,-1.647561346848028,1.4071961833617006,0.005276631812136576,-0.08210904144657234,0.9454174699062167,0.300145316617631,0.8742600457438372,0.5084661447238603,-0.6610538040886492,-1.1752376153700037
-0.09553197766670138,1.7457469085713737,-0.15247597930929604,-0.3389607768843861,-0.06327290836187635,-1.0516867375897618,-0.9972917350647494,0.2836497205919013,0.3763594467773993,0.6005940073488634,0.23066903035738037
-1.2984622111536552,0.3246178101478636,-0.20446505139832916,0.005276631812136576,-0.8167182317497154,0.04672057653302629,0.6834789909783343,-1.6922102762800566,0.9708395875364723,-0.057657024705491,1.9177570052302417
1.2276912791689485,-0.4874559603798563,1.1992398950055676,1.7264636752947502,0.36995815258613085,-1.0516867375897618,-0.9972917350647494,0.7131845025205982,-0.21812069398167658,0.9297195233760404,0.9804859080786525
-0.8172901177588733,-0.7194770376734905,-0.6723667001996281,-0.08078272036199417,-0.04443677527718037,0.5459966284070209,-0.20113718062328875,0.06888232962758264,0.7726795406167822,-0.16736553004788352,-0.706602066794209
-1.8397808162227842,-1.067508653613942,-1.4002137094460931,-0.5971388334067781,-0.7037014332415394,1.1451278906558144,0.4770685509379556,-2.723093752908858,2.424013264947543,0.7103025126912559,3.323663650957626
-0.8774366294332213,-0.951498114967125,0.26343659740296976,-0.5971388334067781,-0.3834871708017079,-1.1515419479645608,-1.14472776366502,-2.0787915800158423,0.31030609780416735,-0.606199551417453,2.198938334375719
